"ID","US_ENG","US_FRA","US_SPA","EU_ENG","EU_FRA","EU_ITA","EU_GER","EU_SPA","EU_NED"
"RG102","Michelangelo","Michelangelo","Michelangelo","Michelangelo","Michelangelo","Michelangelo","Michelangelo","Michelangelo",""
"RG103","Donatello","Donatello","Donatello","Donatello","Donatello","Donatello","Donatello","Donatello",""
"RG104","Shredder","Shredder","Despedazador","Shredder","Shredder","Shredder","Shredder","Despedazador",""
"RG105","Splinter","Splinter","Astilla","Splinter","Splinter","Splinter","Splinter","Astilla",""
"RG106","April","April","Abril","April","April","April","April","Abril",""
"RG107","Casey","Casey","Casey","Casey","Casey","Casey","Casey","Casey",""
"RG108","Karai","Karai","Karai","Karai","Karai","Karai","Karai","Karai",""
"RG109","Utrominator","Utrominator","Utrominator","Utrominator","Utrominator","Utrominator","Utrominator","Utrominator",""
"RG110","Foot Ninja","Ninja Foot","Foot Ninja","Foot Ninja","Ninja Foot","Foot Ninja","Foot Ninja","Foot Ninja",""
"RG111","Nightwatcher","Nightwatcher","Nightwatcher","Nightwatcher","Nightwatcher","Nightwatcher","Nightwatcher","Nightwatcher",""
"CM000","Trophy Making","Création de Trophées","Creación De Trofeo","Trophy making","Création de Trophées","Creazione trofeo","Trophäenerstellung","Creación De Trofeo",""
"CM001","Purchase","Acheter","Comprar","Purchase","Acheter","Acquista","Kaufen","Comprar",""
"CM002","Assemble and purchase trophies, 
then offer them as online prizes.","Crée et achète des trophées
puis offre-les comme récompenses.","Crea y compra trofeos para ofrecerlos 
como premios online.","Assemble and purchase trophies, 
then offer them as online prizes.","Crée et achète des trophées
puis offre-les comme récompenses.","Crea e acquista trofei e offrili
come premio per gli incontri online.","Setze Trophäen zusammen oder kaufe 
sie. Biete sie online als Preisgeld an.","Crea y compra trofeos para ofrecerlos 
como premios online.",""
"CM003","Select this pedestal.","Choisis un socle.","Elige el pedestal.","Select this pedestal.","Choisis un socle.","Scegli il piedistallo.","Wähle diesen Sockel. ","Elige el pedestal.",""
"CM004","Select this trophy cup.","Choisis un trophée.","Elige el trofeo.","Select this trophy cup.","Choisis un trophée.","Scegli il trofeo.","Wähle diese Trophäenschale. ","Elige el trofeo.",""
"CM005","Select this ribbon. ","Choisis un ruban.","Elige la cinta.","Select this ribbon. ","Choisis un ruban.","Scegli il nastro ","Wähle dieses Band. ","Elige la cinta.",""
"CM006","Do you want to purchase this trophy?","Veux-tu acheter ce trophée ?","¿Quieres comprar este trofeo?","Do you want to purchase this trophy?","Veux-tu acheter ce trophée ?","Vuoi acquistare questo trofeo?","Möchtest du diese Trophäe kaufen?","¿Quieres comprar este trofeo?",""
"CM007","You do not have enough shells to buy
this trophy. ","Tu n'as pas assez de carapaces 
pour acheter cet objet. 
","No tienes suficientes caparazones 
para comprar esto. ","You do not have enough shells to buy
this trophy. ","Tu n'as pas assez de carapaces 
pour acheter cet objet. 
","Non possiedi abbastanza gusci per
comprare questo trofeo.","Du hast nicht genug Muscheln, 
um diese Trophäe zu bezahlen. ","No tienes suficientes caparazones 
para comprar esto. ",""
"CM008","Please name your trophy. ","Donne un nom à ton trophée.","Pon nombre al trofeo.","Please name your trophy. ","Donne un nom à ton trophée.","Dai un nome al trofeo ","Gib der Trophäe einen Namen.","Pon nombre al trofeo.",""
"CM009","Is this name ok?","Valider ce nom ?","¿Te parece bien este nombre?","Is this name ok?","Valider ce nom ?","Questo nome va bene?","Bist du mit dem Namen zufrieden?","¿Te parece bien este nombre?",""
"CM010","Your trophy slots are all full. To open a 
slot, please delete an existing trophy.","Espace insuffisant. Supprime des
trophées avant d'en ajouter de nouveaux.","No hay espacio para más trofeos. Borra
trofeos anteriores para obtener nuevos.","Your trophy slots are all full. To open a 
slot, please delete an existing trophy.","Espace insuffisant. Supprime des
trophées avant d'en ajouter de nouveaux.","Spazio per i trofei al completo. Cancella 
i trofei precedenti per ottenerne altri.","Du hast keinen Platz mehr für neue 
Trophäen.
Bitte lösche alte Trophäen, um Platz 
für neue zu schaffen.","No hay espacio para más trofeos. Borra
trofeos anteriores para obtener nuevos.",""
"CM011","Please select the trophy to delete. ","Choisis un trophée à supprimer.","Elige el trofeo para borrar.","Please select the trophy to delete. ","Choisis un trophée à supprimer.","Seleziona il trofeo da cancellare. ","Wähle die zu löschende Trophäe.","Elige el trofeo para borrar.",""
"CM012","Are you sure you want to delete 
this trophy?","Supprimer ce trophée ?","¿Seguro que quieres borrar este trofeo?","Are you sure you want to delete 
this trophy?","Supprimer ce trophée ?","Desideri cancellare questo trofeo?","Diese Trophäe wirklich löschen?","¿Seguro que quieres borrar este trofeo?",""
"CM013","This trophy cup is too large.  
Please select a smaller one. ","Ce trophée ne convient pas.","No se puede borrar el trofeo elegido.","This trophy cup is too large.  
Please select a smaller one. ","Ce trophée ne convient pas.","Questro trofeo è troppo grande. 
Scegline uno più piccolo.","Diese Trophäe ist zu groß, 
wähle bitte eine andere.","No se puede borrar el trofeo elegido.",""
"CM014","Name","Nom","Nombre","Name","Nom","Nome","Name","Nombre",""
"CM015","Wins","Victoires","Victorias","Wins","Victoires","Vittorie","Siege","Victorias",""
"CM016","Date","Date","Fecha","Date","Date","Data","Datum","Fecha",""
"CM017","Cost=","Coût : ","Coste=","Cost=","Coût : ","Costo=","Kosten:","Coste=",""
"CM018","Total Cost=","Coût total : ","Coste total=","Total Cost=","Coût total : ","Totale=","Gesamt:","Coste total=",""
"CR000","Collection Room","Collection","Sala de Colección","Collection Room","Collection","Stanza Collezione","Sammlungsraum","Sala de Colección",""
"CR001","Figurines","Figurines","Figuras","Figurines","Figurines","Figure","Figuren","Figuras",""
"CR002","Trophies","Trophées","Trofeos","Trophies","Trophées","Trofei","Trophäen","Trofeos",""
"CR003","View figurines.","Voir figurines.","Ver figuras.","View figurines.","Voir figurines.","Visualizza figure","Figuren ansehen.","Ver figuras.",""
"CR004","View trophies.","Voir trophées.","Ver trofeos.","View trophies.","Voir trophées.","Visualizza trofei","Trophäen ansehen.","Ver trofeos.",""
"CR005","Rotate","Pivoter","Girar","Rotate","Pivoter","Ruota","Drehen","Girar",""
"CR006","Move","Déplacer","Mover","Move","Déplacer","Muovi","Bewegen","Mover",""
"CR007","Zoom in","Zoom av.","Acercar","Zoom in","Zoom av.","Ingrandisci","Zoom +","Acercar",""
"CR008","Zoom out","Zoom arr.","Alejar","Zoom out","Zoom arr.","Riduci","Zoom -","Alejar",""
"CR009","Reset","Rétablir","Reiniciar","Reset","Rétablir","Annulla","Standard","Reiniciar",""
"CR010","Back","Retour","Atrás","Back","Retour","Indietro","Zurück","Atrás",""
"CR011","Help on/off","Aide Avec/Sans","Ayuda Sí/No","Help on/off","Aide Avec/Sans","Aiuto SÌ/NO","Hilfe ein/aus","Ayuda Sí/No",""
"CR012","Delete","Supprimer","Borrar","Delete","Supprimer","Cancella","Wegwerfen","Borrar",""
"CR013","Next","Suivant","Siguiente","Next","Suivant","Successivo","Weiter","Siguiente",""
"CR014","Previous","Précédent","Anterior","Previous","Précédent","Precedente","Zurück","Anterior",""
"UL010","You've unlocked a new Character:
Shredder!","Tu as débloqué un nouveau personnage :
Shredder","Has desbloqueado un nuevo personaje:
Despedazador.","You've unlocked a new Character:
Shredder!","Tu as débloqué un nouveau personnage :
Shredder","Hai sbloccato un nuovo personaggio:
Shredder!","Du hast eine neue Figur freigespielt: 
Shredder!","Has desbloqueado un nuevo personaje:
Despedazador.",""
"UL020","You've unlocked a new Character:
Karai!","Tu as débloqué un nouveau personnage :
Karai !","Has desbloqueado un nuevo personaje:
Karai.","You've unlocked a new Character:
Karai!","Tu as débloqué un nouveau personnage :
Karai !","Hai sbloccato un nuovo personaggio:
Karai!","Du hast eine neue Figur freigespielt: 
Karai!","Has desbloqueado un nuevo personaje:
Karai.",""
"UL030","You've unlocked a new Character:
Utrominator!","Tu as débloqué un nouveau personnage :
Utrominator !","Has desbloqueado un nuevo personaje:
Utrominator.","You've unlocked a new Character:
Utrominator!","Tu as débloqué un nouveau personnage :
Utrominator !","Hai sbloccato un nuovo personaggio:
Utrominator!","Du hast eine neue Figur freigespielt: 
Utrominator!","Has desbloqueado un nuevo personaje:
Utrominator.",""
"UL040","You've unlocked a new Character:
Foot Ninja!","Tu as débloqué un nouveau personnage :
Ninja Foot !","Has desbloqueado un nuevo personaje:
Foot Ninja.","You've unlocked a new Character:
Foot Ninja!","Tu as débloqué un nouveau personnage :
Ninja Foot !","Hai sbloccato un nuovo personaggio:
Foot Ninja!","Du hast eine neue Figur freigespielt: 
Foot Ninja!","Has desbloqueado un nuevo personaje:
Foot Ninja.",""
"UL050","You've unlocked a new Character:
Nightwatcher!","Tu as débloqué un nouveau personnage :
Nightwatcher !","Has desbloqueado un nuevo personaje:
Nightwatcher.","You've unlocked a new Character:
Nightwatcher!","Tu as débloqué un nouveau personnage :
Nightwatcher !","Hai sbloccato un nuovo personaggio:
Nightwatcher!","Du hast eine neue Figur freigespielt: 
Nightwatcher!","Has desbloqueado un nuevo personaje:
Nightwatcher.",""
"UL060","You've unlocked a new Character:
Fugitoid!","Tu as débloqué un nouveau personnage :
Fugitoid !","Has desbloqueado un nuevo personaje:
Fugitoid.","You've unlocked a new Character:
Fugitoid!","Tu as débloqué un nouveau personnage :
Fugitoid !","Hai sbloccato un nuovo personaggio:
Fugitoid!","Du hast eine neue Figur freigespielt: 
Fugitoid!","Has desbloqueado un nuevo personaje:
Fugitoid.",""
"UL070","You've unlocked a new Character:
Raving Rabbid!","Tu as débloqué un nouveau personnage :
Lapin Crétin !","Has desbloqueado un nuevo personaje:
Conejo loco.","You've unlocked a new Character:
Raving Rabbid!","Tu as débloqué un nouveau personnage :
Lapin Crétin !","Hai sbloccato un nuovo personaggio:
Raving Rabbid!","Du hast eine neue Figur freigespielt: 
Raving Rabbid!","Has desbloqueado un nuevo personaje:
Conejo loco.",""
"UL080","You've unlocked a new Character:
Splinter Rabbid!","Tu as débloqué un nouveau personnage :
Lapin Splinter !","Has desbloqueado un nuevo personaje:
Conejo Astilla.","You've unlocked a new Character:
Splinter Rabbid!","Tu as débloqué un nouveau personnage :
Lapin Splinter !","Hai sbloccato un nuovo personaggio:
Splinter Rabbid!","Du hast eine neue Figur freigespielt: 
Splinter Rabbid!","Has desbloqueado un nuevo personaje:
Conejo Astilla.",""
"UL090","You've unlocked a new Character:
Ninja Rabbid!","Tu as débloqué un nouveau personnage :
Lapin Ninja !","Has desbloqueado un nuevo personaje:
Conejo ninja.","You've unlocked a new Character:
Ninja Rabbid!","Tu as débloqué un nouveau personnage :
Lapin Ninja !","Hai sbloccato un nuovo personaggio:
Ninja Rabbid!","Du hast eine neue Figur freigespielt: 
Ninja Rabbid!","Has desbloqueado un nuevo personaje:
Conejo ninja.",""
"UL100","You've unlocked a new Stage:
Enemy Base!","Tu as débloqué un nouveau niveau :
QG ennemi !","¡Has desbloqueado una nueva fase:
Base enemiga!","You've unlocked a new Stage:
Enemy Base!","Tu as débloqué un nouveau niveau :
QG ennemi !","Hai sbloccato un nuovo livello:
Base nemica!","Du hast einen neuen Level freigeschaltet: 
Feindbasis!","¡Has desbloqueado una nueva fase:
Base enemiga!",""
"UL110","You've unlocked a new Stage:
Western Town!","Tu as débloqué un nouveau niveau :
Ville du Far West !","¡Has desbloqueado una nueva fase:
Pueblo del Oeste!","You've unlocked a new Stage:
Western Town!","Tu as débloqué un nouveau niveau :
Ville du Far West !","Hai sbloccato un nuovo livello:
Città western!","Du hast einen neuen Level freigeschaltet: 
Westernstadt!","¡Has desbloqueado una nueva fase:
Pueblo del Oeste!",""
"UL120","You've unlocked a new Stage:
Space Lab!","Tu as débloqué un nouveau niveau :
Labo spatial !","¡Has desbloqueado una nueva fase:
Laboratorio!","You've unlocked a new Stage:
Space Lab!","Tu as débloqué un nouveau niveau :
Labo spatial !","Hai sbloccato un nuovo livello:
Laboratorio spaziale!","Du hast einen neuen Level freigeschaltet: 
Space Lab!","¡Has desbloqueado una nueva fase:
Laboratorio!",""
"UL130","You've unlocked a new Stage:
Warehouse!","Tu as débloqué un nouveau niveau :
Entrepôt !","¡Has desbloqueado una nueva fase:
Almacén!","You've unlocked a new Stage:
Warehouse!","Tu as débloqué un nouveau niveau :
Entrepôt !","Hai sbloccato un nuovo livello:
Magazzino!","Du hast einen neuen Level freigeschaltet: 
Lagerhaus!","¡Has desbloqueado una nueva fase:
Almacén!",""
"UL140","You've unlocked a new Stage:
Garbage Dump!","Tu as débloqué un nouveau niveau :
Décharge !","¡Has desbloqueado una nueva fase:
Vertedero!","You've unlocked a new Stage:
Garbage Dump!","Tu as débloqué un nouveau niveau :
Décharge !","Hai sbloccato un nuovo livello:
Discarica!","Du hast einen neuen Level freigeschaltet: 
Mülldeponie!","¡Has desbloqueado una nueva fase:
Vertedero!",""
"UL150","You've unlocked a new Stage:
Underground!","Tu as débloqué un nouveau niveau :
Souterrain !","¡Has desbloqueado una nueva fase:
Subterráneo!","You've unlocked a new Stage:
Underground!","Tu as débloqué un nouveau niveau :
Souterrain !","Hai sbloccato un nuovo livello:
Sotterranei!","Du hast einen neuen Level freigeschaltet:  
Untergrund!","¡Has desbloqueado una nueva fase:
Subterráneo!",""
"UL160","----","----","----","----","----","----","----","----",""
"UL170","----","----","----","----","----","----","----","----",""
